City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Dzhebariki-Khaya,RU,62.2167,135.8,-0.17,94,96,0.36,overcast clouds
348,Jalu,LY,29.0331,21.5482,66.61,47,3,5.23,clear sky
349,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,79,1,15.1,clear sky
350,Leningradskiy,RU,69.3833,178.4167,-4.54,88,11,5.97,few clouds
351,Ahuimanu,US,21.4447,-157.8378,83.91,65,40,17.27,scattered clouds
352,Raudeberg,NO,61.9875,5.1352,45.27,79,100,1.01,overcast clouds
353,Slupca,PL,52.2873,17.8719,44.2,75,90,15.75,overcast clouds
354,Berbera,SO,10.4396,45.0143,77.61,71,3,4.74,clear sky
355,Grindavik,IS,63.8424,-22.4338,35.55,93,40,12.66,scattered clouds
356,Kutum,SD,14.2,24.6667,68.54,32,0,7.92,clear sky
357,Ilulissat,GL,69.2167,-51.1,19.42,49,20,2.3,few clouds
358,Bertinoro,IT,44.1469,12.1389,48.02,88,75,6.91,broken clouds
359,Broome,US,42.2506,-75.833,37.98,68,0,3.0,clear sky
360,Kruisfontein,ZA,-34.0033,24.7314,57.88,78,100,5.48,overcast clouds
361,Lavrentiya,RU,65.5833,-171.0,10.98,80,89,3.2,overcast clouds
362,Gualaquiza,EC,-3.4,-78.55,62.76,98,66,1.45,light rain
363,Trairi,BR,-3.2778,-39.2689,79.2,80,70,9.84,broken clouds
364,Pueblo Nuevo,MX,23.3833,-105.3833,54.41,73,6,5.75,clear sky
365,Tezu,IN,27.9167,96.1667,75.27,29,64,2.3,broken clouds
366,Gewane,ET,10.1664,40.6453,76.3,37,37,2.89,scattered clouds
367,Novo Aripuana,BR,-5.1206,-60.3797,73.65,99,100,2.13,overcast clouds
368,Vagur,FO,61.4732,-6.8119,47.07,91,79,34.96,broken clouds
369,Turochak,RU,52.2576,87.1224,20.55,84,54,2.39,broken clouds
370,Miraflores,MX,19.2167,-98.8083,59.04,59,91,3.06,overcast clouds
371,Octeville,FR,49.6261,-1.6435,55.92,94,90,18.41,overcast clouds
372,Ratnagiri,IN,16.9833,73.3,79.86,76,88,5.73,overcast clouds
373,Murgab,TM,37.4966,61.9714,31.87,86,75,0.0,mist
374,Thunder Bay,CA,48.4001,-89.3168,51.57,97,1,4.61,clear sky
375,Junin,AR,-34.5838,-60.9433,57.97,59,97,10.45,overcast clouds
376,Sorong,ID,-0.8833,131.25,84.47,71,86,6.02,overcast clouds
377,Mnogovershinnyy,RU,53.9353,139.9242,19.76,67,100,21.97,overcast clouds
378,Tura,IN,25.5198,90.2201,72.73,69,4,1.61,clear sky
379,Vychegodskiy,RU,61.247,46.8984,37.69,96,100,7.99,light rain
380,Coquimbo,CL,-29.9533,-71.3436,55.13,82,0,2.3,clear sky
381,Chicama,PE,-7.8447,-79.1469,65.26,82,86,5.64,overcast clouds
382,Lorengau,PG,-2.0226,147.2712,86.16,67,94,9.08,overcast clouds
383,Bistrica,RO,47.1332,24.5001,45.37,74,100,0.27,overcast clouds
384,Garmsar,IR,35.2182,52.3409,52.12,63,100,1.77,overcast clouds
385,Hamilton,US,39.1834,-84.5333,45.79,74,1,0.0,clear sky
386,Poum,NC,-20.2333,164.0167,73.0,74,43,3.62,scattered clouds
387,Bakel,SN,14.905,-12.4568,87.08,22,35,4.61,scattered clouds
388,Suining,CN,30.508,105.5733,48.9,37,100,17.56,overcast clouds
389,Burnie,AU,-41.0667,145.9167,61.81,56,8,7.49,clear sky
390,Rabo De Peixe,PT,37.8,-25.5833,67.51,85,20,17.27,few clouds
391,Mangrol,IN,21.1167,70.1167,78.03,39,58,11.27,broken clouds
392,Kieta,PG,-6.2167,155.6333,84.87,70,19,6.89,light rain
393,Luderitz,NA,-26.6481,15.1594,56.28,76,27,15.66,scattered clouds
394,Benemerito De Las Americas,MX,16.5167,-90.6439,67.17,94,21,2.42,few clouds
395,Katobu,ID,-4.9408,122.5276,90.93,53,83,3.0,broken clouds
396,Richards Bay,ZA,-28.783,32.0377,68.72,90,99,2.75,overcast clouds
397,Saint-Augustin,CA,51.226,-58.6502,36.12,88,100,12.59,overcast clouds
398,Rey Bouba,CM,8.6724,14.1786,76.6,75,60,1.05,broken clouds
399,Dingle,PH,10.9995,122.6711,85.05,75,97,12.88,heavy intensity rain
400,Lazaro Cardenas,MX,17.9583,-102.2,78.51,86,99,2.66,overcast clouds
401,Valdemarpils,LV,57.3707,22.5919,49.42,94,100,8.93,light rain
402,Micheweni,TZ,-4.9667,39.8333,76.66,82,81,5.12,broken clouds
403,Pacific Grove,US,36.6177,-121.9166,60.48,86,1,1.01,clear sky
404,Karratha,AU,-20.7377,116.8463,84.78,42,7,14.56,clear sky
405,Steyr,AT,48.0427,14.4213,38.08,89,0,2.84,clear sky
406,Jiguani,CU,20.3667,-76.4272,74.98,93,100,1.5,light rain
407,Foumban,CM,5.7291,10.9001,63.01,94,100,2.75,light rain
408,Blythe,US,33.6103,-114.5964,79.25,21,1,10.36,clear sky
409,Kirkwall,GB,58.9848,-2.9587,48.25,88,75,37.98,broken clouds
410,Yerofey Pavlovich,RU,53.9667,121.9667,18.48,47,100,1.68,overcast clouds
411,Sarankhola,BD,22.3082,89.7897,75.24,60,6,5.28,clear sky
412,Belmonte,BR,-15.8631,-38.8828,73.9,89,87,8.12,overcast clouds
413,Mezen,RU,65.8522,44.24,33.82,98,100,7.09,light rain
414,Palora,EC,-1.7,-77.9333,64.44,98,84,2.8,broken clouds
415,Penzance,GB,50.1186,-5.5371,52.81,78,77,17.45,broken clouds
416,Emba,KZ,48.8264,58.1442,27.77,29,82,7.96,broken clouds
417,Hovd,MN,48.0056,91.6419,19.42,29,100,1.05,overcast clouds
418,Roma,US,43.2128,-75.4557,40.87,84,1,5.75,clear sky
419,Tomigusuku,JP,26.185,127.675,80.73,68,20,18.41,few clouds
420,Veracruz,MX,19.3333,-96.6667,70.86,94,88,1.48,overcast clouds
421,Batagay,RU,67.6333,134.6333,-9.04,89,19,3.4,few clouds
422,Enshi,CN,30.3,109.4833,47.55,92,100,6.85,light rain
423,Nova Gradiska,HR,45.255,17.3831,45.01,96,97,1.63,overcast clouds
424,Omsukchan,RU,62.5333,155.8,18.9,97,100,7.63,overcast clouds
425,Blankenberge,BE,51.3131,3.1323,55.35,85,74,4.0,broken clouds
426,Beringovskiy,RU,63.05,179.3167,15.39,88,24,6.15,few clouds
427,Gat,IL,31.61,34.7642,70.39,48,0,2.86,clear sky
428,Sault Sainte Marie,CA,46.5168,-84.3333,52.09,77,90,10.36,overcast clouds
429,Fairview,US,40.8126,-73.999,49.21,59,1,3.44,clear sky
430,Tommot,RU,58.9564,126.2925,20.19,84,100,9.46,overcast clouds
431,Puksoozero,RU,62.5903,40.6066,32.58,89,98,6.87,overcast clouds
432,Port Lincoln,AU,-34.7333,135.8667,60.98,53,72,10.29,broken clouds
433,Namibe,AO,-15.1961,12.1522,70.07,82,100,5.44,overcast clouds
434,Santa Cruz De La Palma,ES,28.6835,-17.7642,68.14,73,75,10.36,broken clouds
435,Suphan Buri,TH,14.4742,100.1222,87.98,78,71,5.64,broken clouds
436,Novopskov,UA,49.5464,39.0899,40.82,83,5,7.74,clear sky
437,Riberalta,BO,-10.9833,-66.1,74.73,91,92,3.58,overcast clouds
438,Otacilio Costa,BR,-27.4831,-50.1219,59.61,99,100,3.8,overcast clouds
439,Fortuna,US,40.5982,-124.1573,49.98,73,1,0.0,clear sky
440,Marzuq,YE,14.4,46.4667,64.08,29,29,2.33,scattered clouds
441,Campoverde,PE,-8.4753,-74.8058,80.29,82,81,1.7,broken clouds
442,Hun,LY,29.1268,15.9477,68.77,31,7,9.71,clear sky
443,Banda Aceh,ID,5.5577,95.3222,81.05,79,97,2.19,overcast clouds
444,Iralaya,HN,15.0,-83.2333,77.04,90,100,14.32,overcast clouds
445,Banswada,IN,18.3833,77.8833,72.66,58,56,4.99,broken clouds
446,Saint Anthony,US,45.0205,-93.218,57.7,66,1,1.01,clear sky
447,Carahue,CL,-38.7,-73.1667,52.0,99,30,3.29,scattered clouds
448,Ardakan,IR,32.31,54.0175,48.58,39,91,6.22,overcast clouds
449,Teguise,ES,29.0605,-13.564,62.82,63,2,18.41,clear sky
450,Fairmont,US,39.4851,-80.1426,43.97,68,2,1.83,clear sky
451,Yerbogachen,RU,61.2767,108.0108,14.47,93,88,9.22,overcast clouds
452,Namatanai,PG,-3.6667,152.4333,84.7,71,48,11.21,light rain
453,Kaeo,NZ,-35.1,173.7833,66.13,74,55,5.66,broken clouds
454,Zhuhai,CN,22.2769,113.5678,86.86,74,20,6.91,few clouds
455,Bloemfontein,ZA,-29.1211,26.214,47.68,76,0,5.75,clear sky
456,Moron,AR,-34.6534,-58.6198,63.97,73,96,1.01,overcast clouds
457,Ulaanbaatar,MN,47.9077,106.8832,12.33,44,0,2.24,clear sky
458,Palu,ID,-0.8917,119.8707,86.22,78,87,3.02,overcast clouds
459,Anchorage,US,61.2181,-149.9003,32.68,87,90,0.0,overcast clouds
460,Katherine,AU,-14.4667,132.2667,89.92,55,88,5.75,overcast clouds
461,Allende,MX,25.2833,-100.0167,60.57,85,1,2.93,clear sky
462,Royan,FR,45.6285,-1.0281,49.98,81,68,2.8,broken clouds
463,Amuntai,ID,-2.4177,115.2494,87.58,70,87,2.82,overcast clouds
464,Honiara,SB,-9.4333,159.95,87.55,59,4,6.62,clear sky
465,Charters Towers,AU,-20.1,146.2667,95.07,28,4,17.67,clear sky
466,Bubaque,GW,11.2833,-15.8333,83.82,74,9,11.99,clear sky
467,Half Moon Bay,US,37.4636,-122.4286,59.99,77,90,1.01,overcast clouds
468,Terra Santa,BR,-2.1042,-56.4869,75.69,89,99,1.45,overcast clouds
469,Martinsville,US,36.6915,-79.8725,51.62,59,90,5.75,overcast clouds
470,Visaginas,LT,55.6,26.4167,45.25,91,100,13.04,light rain
471,Teixoso,PT,40.3145,-7.4576,41.68,36,21,14.0,few clouds
472,Mizdah,LY,31.4451,12.9801,67.15,28,93,3.67,overcast clouds
473,Billings,US,45.7833,-108.5007,55.17,47,90,6.91,overcast clouds
474,Porto Walter,BR,-8.2686,-72.7439,72.21,96,19,2.17,few clouds
475,Cam Ranh,VN,11.9214,109.1591,82.36,74,75,6.91,moderate rain
476,Lisakovsk,KZ,52.5369,62.4936,31.5,25,100,16.44,overcast clouds
477,Nouadhibou,MR,20.931,-17.0347,66.18,72,0,19.57,clear sky
478,Binzhou,CN,37.3667,118.0167,34.34,98,100,17.22,snow
479,Vanino,RU,49.0869,140.2543,33.12,26,0,11.25,clear sky
480,Tonj,SS,7.2737,28.6822,74.43,70,28,3.15,scattered clouds
481,Norman Wells,CA,65.282,-126.8329,24.84,100,75,2.3,light snow
482,Viedma,AR,-40.8135,-62.9967,57.42,51,100,14.32,overcast clouds
483,Dudinka,RU,69.4058,86.1778,27.19,95,100,20.83,light snow
484,Ust-Kuyga,RU,70.0167,135.6,-11.11,100,100,8.14,overcast clouds
485,Brookhaven,US,31.5791,-90.4407,46.8,82,0,3.71,clear sky
486,Dunedin,NZ,-45.8742,170.5036,62.51,70,76,8.05,broken clouds
487,Boa Vista,BR,2.8197,-60.6733,82.38,74,20,5.75,few clouds
488,Bongaree,AU,-27.0797,153.1586,81.54,71,45,16.51,scattered clouds
489,Borogontsy,RU,62.6683,131.1683,6.78,91,97,4.29,overcast clouds
490,Henties Bay,NA,-22.116,14.2845,57.09,92,25,7.74,scattered clouds
491,Lexington,US,37.9887,-84.4777,42.73,83,1,0.0,clear sky
492,Nome,US,64.5011,-165.4064,12.27,85,75,0.0,broken clouds
493,Grand Forks,US,47.9417,-97.4337,42.73,72,1,9.22,clear sky
494,Sabang,ID,5.8933,95.3214,79.48,80,100,4.21,moderate rain
495,Kouroussa,GN,10.65,-9.8833,76.3,71,40,3.78,scattered clouds
496,Padang,ID,-0.9492,100.3543,80.65,94,100,2.86,light rain
497,Narsaq,GL,60.9167,-46.05,34.02,70,100,9.86,overcast clouds
498,Kiama,AU,-34.6833,150.8667,80.08,71,100,8.5,light rain
499,Coromandel,BR,-18.4733,-47.2003,72.73,67,80,3.85,broken clouds
500,Rayagada,IN,19.1667,83.4167,73.85,69,26,2.64,scattered clouds
501,Soroti,UG,1.7146,33.6111,65.07,82,46,1.86,scattered clouds
502,Yuci,CN,37.6803,112.7319,28.15,50,0,13.42,clear sky
503,Gaoua,BF,10.2992,-3.2508,77.11,72,26,4.85,scattered clouds
504,Sedan,FR,49.6667,5.0,46.92,89,100,9.57,overcast clouds
505,Pasni,PK,25.2631,63.471,76.66,50,0,3.91,clear sky
506,Sorata,BO,-15.7667,-68.6333,46.27,89,100,4.12,overcast clouds
507,Naze,JP,28.3667,129.4833,74.32,71,75,18.03,broken clouds
508,Placido De Castro,BR,-10.3353,-67.1856,77.32,68,66,3.38,broken clouds
509,Havelian,PK,34.0536,73.1657,56.82,36,0,6.55,clear sky
510,Winnemucca,US,40.973,-117.7357,42.85,87,90,3.44,overcast clouds
511,Gidole,ET,5.65,37.3667,53.96,86,91,1.63,overcast clouds
512,Rongcheng,CN,30.634,117.8517,46.83,90,100,11.05,light rain
513,Pyapon,MM,16.2833,95.6833,82.56,79,100,6.33,overcast clouds
514,Aykhal,RU,66.0,111.5,7.2,94,100,19.33,overcast clouds
515,Axim,GH,4.8699,-2.2405,77.95,88,64,4.07,broken clouds
516,Khuzhir,RU,53.1939,107.3397,29.82,60,74,8.1,broken clouds
517,Pemberton,CA,50.3164,-122.8027,37.26,97,100,3.87,overcast clouds
518,Riyadh,SA,24.6877,46.7219,60.94,32,3,2.8,clear sky
519,Tilichiki,RU,60.4667,166.1,28.31,95,100,4.7,overcast clouds
520,Eatonton,US,33.3268,-83.3885,50.63,65,100,9.17,overcast clouds
521,Missoula,US,47.0166,-113.8009,28.85,90,100,4.65,light snow
522,Galle,LK,6.0367,80.217,79.0,83,99,15.03,overcast clouds
523,Nanakuli,US,21.3906,-158.1547,84.15,58,1,10.36,clear sky
524,Churapcha,RU,62.0025,132.4325,7.97,90,99,5.35,overcast clouds
525,Coihaique,CL,-45.5752,-72.0662,55.35,58,40,5.75,scattered clouds
526,Albertville,US,34.2676,-86.2089,47.71,85,1,4.61,clear sky
527,Bonfim,BR,3.0833,-59.95,78.85,74,99,7.52,overcast clouds
528,Mountain Home,US,43.133,-115.6912,47.14,100,1,3.44,clear sky
529,Keetmanshoop,NA,-26.5833,18.1333,61.09,37,55,3.71,broken clouds
530,Pisco,PE,-13.7,-76.2167,64.02,82,21,1.14,smoke
531,Collie,AU,-33.3667,116.15,66.83,41,13,5.5,few clouds
532,Novyye Burasy,RU,52.1324,46.0714,42.84,80,100,11.54,overcast clouds
533,Muscat,OM,23.6139,58.5922,80.62,46,0,4.23,clear sky
534,Pangnirtung,CA,66.1451,-65.7125,12.69,66,9,9.53,clear sky
535,La Rochelle,FR,46.1667,-1.15,50.07,93,90,5.75,overcast clouds
536,Somotillo,NI,13.0433,-86.9064,74.14,89,78,2.33,broken clouds
537,Surazh,RU,53.0175,32.3918,44.38,81,100,13.33,overcast clouds
538,Peleduy,RU,59.6289,112.7406,21.6,90,100,9.15,overcast clouds
539,Nerchinskiy Zavod,RU,51.3088,119.61,21.72,40,6,8.1,clear sky
540,Makubetsu,JP,45.3714,141.8211,42.51,61,75,8.05,broken clouds
541,Pangody,RU,65.85,74.4859,34.23,98,100,18.45,overcast clouds
542,Veraval,IN,20.9,70.3667,79.59,39,82,11.61,broken clouds
543,Puerto Quijarro,BO,-17.7833,-57.7667,63.32,76,100,4.23,overcast clouds
544,Dharchula,IN,29.85,80.5333,64.09,26,67,0.81,broken clouds
545,Searcy,US,35.2506,-91.7363,45.32,83,0,2.1,clear sky
546,Santa Fe,AR,-31.6333,-60.7,63.75,80,17,1.99,few clouds
547,Neuquen,AR,-38.9516,-68.0591,60.69,44,0,9.22,clear sky
548,Longonjo,AO,-12.9067,15.2533,65.07,86,99,1.16,overcast clouds
549,Poya,NC,-21.35,165.15,78.85,55,88,9.37,overcast clouds
550,Goderich,CA,43.7501,-81.7165,44.92,76,5,8.05,clear sky
551,Susurluk,TR,39.9136,28.1578,61.84,91,100,5.91,overcast clouds
552,Urubicha,BO,-15.3833,-62.95,64.83,90,100,2.66,overcast clouds
553,Abha,SA,18.2164,42.5053,53.42,87,0,0.0,clear sky
554,Rancho Palos Verdes,US,33.7445,-118.387,65.08,90,3,1.01,clear sky
555,Dandong,CN,40.1292,124.3947,50.59,65,100,6.64,overcast clouds
556,Praia Da Vitoria,PT,38.7333,-27.0667,69.76,88,20,21.54,few clouds
557,Bilibino,RU,68.0546,166.4372,13.33,96,100,2.17,light snow
558,Shubarshi,KZ,48.5872,57.1869,28.31,39,94,8.43,overcast clouds
559,Menongue,AO,-14.6585,17.691,65.91,70,93,2.35,overcast clouds
560,Pozo Colorado,PY,-23.4923,-58.7972,60.24,87,86,5.75,overcast clouds
561,Termoli,IT,41.9888,14.9895,57.02,87,100,5.99,overcast clouds
562,Dunhua,CN,43.3725,128.2425,33.78,78,100,4.09,overcast clouds
563,Flinders,AU,-34.5833,150.8552,79.88,71,100,1.01,overcast clouds
564,Makakilo City,US,21.3469,-158.0858,82.72,59,1,10.36,clear sky
565,Wanlaweyn,SO,2.6185,44.8938,75.61,83,0,5.57,clear sky
566,Bandarbeyla,SO,9.4942,50.8122,75.24,78,13,5.91,few clouds
567,Boffa,GN,10.1667,-14.0333,71.51,85,31,3.09,scattered clouds
568,Talugtug,PH,15.7778,120.8111,88.99,55,19,7.65,few clouds
569,Thinadhoo,MV,0.5333,72.9333,83.44,69,100,17.63,overcast clouds
570,Nioro,GM,13.35,-15.75,77.02,69,30,5.5,scattered clouds
571,Komsomolskiy,UZ,40.4272,71.7189,33.22,74,75,2.3,mist
572,Calbuco,CL,-41.768,-73.1273,45.61,92,9,3.56,clear sky
573,Labuhan,ID,-6.8844,112.2051,89.4,56,89,4.16,overcast clouds
574,Kano,NG,12.0001,8.5167,62.49,67,24,0.0,few clouds
575,Kralendijk,BQ,12.15,-68.2667,82.38,78,40,14.97,scattered clouds
576,Ostrovnoy,RU,68.0531,39.5131,33.39,72,100,23.98,light snow
577,Ranong,TH,9.9658,98.6348,87.73,77,100,4.38,overcast clouds
578,Sangin,AF,32.0728,64.8359,53.74,33,20,3.49,few clouds
579,Otane,NZ,-39.8833,176.6333,65.39,68,92,8.16,overcast clouds
580,Berlevag,NO,70.8578,29.0864,32.72,66,100,12.5,light snow
581,The Valley,AI,18.217,-63.0578,81.1,69,40,14.36,scattered clouds
582,Kenitra,MA,34.261,-6.5802,51.73,50,0,6.62,clear sky
583,Nizwa,OM,22.9333,57.5333,71.06,51,2,0.07,clear sky
584,Jaisalmer,IN,26.9147,70.9181,78.46,22,0,1.36,clear sky
585,Tawang,IN,27.5833,91.8667,50.92,47,75,4.32,broken clouds
586,Massarosa,IT,43.8676,10.3397,58.89,71,100,6.22,overcast clouds
587,Baglung,NP,28.2719,83.5898,64.06,60,59,1.41,broken clouds
588,Maunabo,PR,18.0072,-65.8993,80.44,81,39,8.88,scattered clouds
589,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,61.79,92,66,4.09,broken clouds
590,Port Macquarie,AU,-31.4333,152.9167,80.56,63,100,11.25,light rain
591,Turbat,PK,26.0023,63.044,72.99,21,0,6.76,clear sky
592,Karpathos,GR,35.507,27.2132,66.16,88,35,14.97,scattered clouds
593,Yining,CN,29.0361,114.5636,45.72,90,100,11.7,overcast clouds
594,Sagauli,IN,26.7833,84.7333,70.36,58,28,1.48,scattered clouds
595,Voloshka,RU,61.3314,40.0858,37.02,82,99,7.61,overcast clouds
596,Tumaco,CO,1.7986,-78.8156,76.71,87,93,7.9,light rain
597,Pedernales,DO,18.0384,-71.744,79.3,77,10,3.69,clear sky
598,Dodoma,TZ,-6.1722,35.7395,65.91,61,90,5.97,overcast clouds
599,Svetlogorsk,BY,52.6333,29.7333,44.56,83,93,12.03,overcast clouds
600,Kyabe,TD,9.4515,18.9449,76.01,71,71,3.24,broken clouds
601,Mehriz,IR,31.5917,54.4318,43.3,54,51,3.11,broken clouds
602,Vila Frescainha,PT,41.5385,-8.6397,48.49,69,2,4.99,clear sky
603,Koroni,GR,36.8,21.95,65.07,67,100,2.33,overcast clouds
604,Vicuna,CL,-30.0319,-70.7081,47.93,46,1,0.87,clear sky
605,Terrace Bay,CA,48.7834,-87.1,47.82,86,38,5.66,scattered clouds
606,Lumphat,KH,13.4878,106.9816,84.51,66,99,4.47,overcast clouds
607,Ouallam,NE,14.3188,2.0866,83.48,16,100,8.77,overcast clouds
608,Kenora,CA,49.8167,-94.4337,45.57,87,20,8.05,few clouds
609,Ola,RU,59.5833,151.2833,35.15,89,100,35.12,light rain
610,Bow Island,CA,49.8668,-111.3684,37.42,64,33,6.91,scattered clouds
611,Pergine Valsugana,IT,46.065,11.238,42.39,82,61,3.58,broken clouds
612,Zaranj,AF,30.9667,61.8833,48.16,26,59,11.03,broken clouds
613,Roebourne,AU,-20.7833,117.1333,87.73,38,8,14.54,clear sky
614,Camacha,PT,33.0833,-16.3333,63.82,55,40,16.11,scattered clouds
615,Natal,BR,-5.795,-35.2094,81.25,83,40,6.91,scattered clouds
616,Labuan,MY,5.2767,115.2417,88.16,74,20,2.3,few clouds
617,Ulladulla,AU,-35.35,150.4667,82.76,66,88,5.28,moderate rain
618,Devonport,AU,-41.1667,146.35,62.78,66,33,12.03,scattered clouds
619,Hailey,US,43.5196,-114.3153,37.26,81,90,8.05,light intensity drizzle
620,Prachuap Khiri Khan,TH,12.2167,99.75,82.71,65,93,3.27,overcast clouds
621,Lumeje,AO,-11.55,20.7833,69.35,62,100,4.45,overcast clouds
622,Kachiry,KZ,53.0675,76.1036,29.39,49,95,14.14,overcast clouds
623,San Ciro De Acosta,MX,21.6333,-99.8167,58.14,93,28,3.15,scattered clouds
624,Srednekolymsk,RU,67.45,153.6833,1.58,96,99,6.13,overcast clouds
625,Pucara,PE,-15.9803,-71.4606,32.13,28,100,2.01,overcast clouds
626,Millinocket,US,45.6573,-68.7098,41.02,93,1,0.0,clear sky
627,Sangar,RU,63.9242,127.4739,0.16,96,100,1.41,overcast clouds
628,Melendugno,IT,40.2747,18.3368,61.05,96,0,0.0,clear sky
629,Mao,ES,39.8885,4.2658,57.76,72,90,33.38,light rain
630,San Carlos,VE,9.6612,-68.5827,76.66,74,69,2.82,broken clouds
631,Aquiraz,BR,-3.9014,-38.3911,81.18,83,68,8.68,broken clouds
632,Monki,PL,53.405,22.7979,42.67,80,100,14.74,overcast clouds
633,Norman,US,35.2226,-97.4395,56.97,73,1,11.5,clear sky
634,Chimbote,PE,-9.0853,-78.5783,63.46,87,86,5.28,overcast clouds
635,Manyana,BW,-23.4,21.7167,75.04,40,100,5.64,overcast clouds
636,Patacamaya,BO,-17.2333,-67.9167,49.08,75,93,5.86,overcast clouds
637,Payakumbuh,ID,-0.2202,100.6308,76.69,82,93,4.09,overcast clouds
638,Zeya,RU,53.75,127.2667,20.55,32,96,2.51,overcast clouds
639,Ushtobe,KZ,45.2514,77.9838,18.01,83,6,4.94,clear sky
640,Rovaniemi,FI,66.5,25.7167,27.81,93,20,12.66,few clouds
641,Kijang,KR,35.2442,129.2139,71.33,54,28,17.96,scattered clouds
642,Uribia,CO,11.7139,-72.266,81.64,75,53,16.33,broken clouds
643,Nampula,MZ,-15.1165,39.2666,69.75,94,0,4.61,clear sky
644,Eseka,CM,3.65,10.7667,72.37,99,100,1.41,light rain
645,Joshimath,IN,30.5667,79.5667,58.39,18,0,3.18,clear sky
646,Buala,SB,-8.145,159.5921,85.95,61,1,9.35,clear sky
647,Creston,US,41.0586,-94.3614,54.54,100,1,9.22,clear sky
648,Dargaville,NZ,-35.9333,173.8833,67.5,75,40,4.99,scattered clouds
649,Muros,ES,42.7762,-9.0603,50.99,90,0,12.59,clear sky
650,Areka,ET,7.0667,37.7,57.63,78,25,4.07,scattered clouds
651,Artyshta,RU,54.1222,86.2909,21.61,88,99,14.03,overcast clouds
652,Hanchuan,CN,30.65,113.7667,44.71,81,100,21.59,overcast clouds
653,Ust-Tsilma,RU,65.441,52.1498,34.09,98,100,6.76,light rain
654,Alugan,PH,12.2188,125.4808,82.02,85,100,10.49,overcast clouds
655,Ambilobe,MG,-13.2,49.05,72.36,78,9,3.29,clear sky
656,Gizo,SB,-8.103,156.8419,84.27,70,16,8.52,light rain
657,Sinop,TR,41.7711,34.8709,52.68,69,67,1.59,broken clouds
658,Cabedelo,BR,-6.9811,-34.8339,81.27,85,3,11.5,clear sky
659,Krasnokamensk,RU,50.0979,118.0369,24.15,35,0,11.01,clear sky
660,Bintulu,MY,3.1667,113.0333,82.81,83,40,3.44,light rain
661,Shelburne,CA,44.0787,-80.2041,40.6,79,45,11.61,scattered clouds
662,Phalombe,MW,-15.8064,35.6507,71.42,48,1,1.92,clear sky
663,Krasnyy Chikoy,RU,50.3643,108.7512,22.37,41,98,3.89,overcast clouds
664,Vyartsilya,RU,62.1764,30.693,36.05,80,99,7.65,overcast clouds
665,Lekoni,GA,-1.5843,14.2591,70.16,92,100,2.46,overcast clouds
666,Monrovia,LR,6.3005,-10.7969,74.97,83,100,1.52,overcast clouds
667,Baghdad,IQ,33.3406,44.4009,53.51,58,0,9.22,clear sky
668,Zabaykalsk,RU,49.6333,117.3167,24.03,30,0,10.6,clear sky
669,San Nicola,IT,40.6116,8.991,58.28,96,86,6.38,overcast clouds
670,Salzburg,AT,47.7994,13.044,35.8,97,20,3.44,fog
671,Mataram,ID,-8.5833,116.1167,90.41,68,12,4.99,few clouds
672,Yichun,CN,47.7,128.9,25.95,27,100,2.68,overcast clouds
673,Berezovyy,RU,51.6667,135.7,26.55,28,0,7.63,clear sky
674,Pinega,RU,64.7001,43.3936,35.91,78,100,10.78,overcast clouds
675,Batagay-Alyta,RU,67.8006,130.4114,-7.58,82,100,4.52,overcast clouds
676,Manta,EC,-0.95,-80.7333,71.38,88,75,17.27,broken clouds
677,Krasnovishersk,RU,60.4078,57.082,39.24,96,100,11.45,overcast clouds
678,Matai,TZ,-8.3,31.5167,65.12,49,83,6.02,broken clouds
679,Meridian,US,43.6121,-116.3915,49.78,75,1,1.01,clear sky
680,Igarka,RU,67.4667,86.5833,31.08,98,100,15.7,light snow
681,Dasoguz,TM,41.8363,59.9666,23.11,58,0,6.91,clear sky
682,Bac Lieu,VN,9.285,105.7244,85.69,73,57,13.44,broken clouds
683,Vuktyl,RU,63.8567,57.3094,35.26,98,100,11.77,light rain
684,Napierville,CA,45.1865,-73.4047,42.84,87,1,2.3,clear sky
685,Mantua,IT,45.1667,10.7833,48.7,81,100,1.01,overcast clouds
686,Mega,ET,4.05,38.3,61.48,73,54,3.6,broken clouds
687,Solvychegodsk,RU,61.3305,46.9156,37.31,96,100,8.34,light rain
688,Tuatapere,NZ,-46.1333,167.6833,60.82,66,100,8.37,overcast clouds
689,Cockburn Town,TC,21.4612,-71.1419,82.99,77,93,17.4,overcast clouds
690,Hegang,CN,47.4,130.3667,28.6,19,100,3.22,overcast clouds
691,Bosaso,SO,11.2842,49.1816,76.73,50,30,4.32,scattered clouds
692,San Quintin,MX,30.4833,-115.95,62.44,88,0,5.66,clear sky
693,Russell,US,32.3502,-85.1999,49.6,90,7,5.7,clear sky
694,Agirish,RU,61.9247,63.0231,33.6,97,100,11.5,overcast clouds
695,Paramonga,PE,-10.6667,-77.8333,64.69,86,95,8.72,overcast clouds
696,Trelew,AR,-43.249,-65.3051,68.72,24,96,27.09,overcast clouds
697,Vintar,PH,18.2284,120.6475,89.35,58,20,4.61,few clouds
698,Kotma,IN,23.2,81.9667,67.82,50,4,1.74,clear sky
